50.0,2.0,512.0,1e-10,20.0,2.0,0.2778529544429409,0.2862939585211903,0.2862939585211903,0.2796571944068561,3.8051331429742277
50.0,2.0,512.0,3.16227766016838e-10,20.0,2.0,0.11547135769057285,0.10234445446348062,0.10775473399458972,0.11141181777176365,3.761912039015442
50.0,2.0,512.0,1e-09,20.0,2.0,0.14569237708615246,0.13300270513976556,0.13841298467087465,0.14388813712223725,3.7407019630190916
50.0,2.0,512.0,3.1622776601683803e-09,20.0,2.0,0.2715381145692377,0.2781785392245266,0.26825969341749323,0.28912945421741093,3.8009696710505523
50.0,2.0,512.0,1e-08,20.0,2.0,0.42534957149300856,0.48467087466185754,0.3999098286744815,0.5178168696436626,3.751417343970388
50.0,2.0,512.0,3.16227766016838e-08,20.0,2.0,0.7447000451059991,0.7258791704238052,0.7254283137962128,0.7361299052774019,3.88277950003976
50.0,2.0,512.0,1e-07,20.0,2.0,0.8358141632837167,0.8187556357078449,0.8367899008115419,0.8132611637347767,3.944780018995516
50.0,2.0,512.0,3.16227766016838e-07,20.0,2.0,0.8583671628326568,0.8462578899909828,0.8431018935978359,0.8506991429860171,3.8016139960382134
50.0,2.0,512.0,1e-06,20.0,2.0,0.8628777627424448,0.8340847610459874,0.8327321911632101,0.8443843031123139,3.707955520018004
50.0,2.0,512.0,3.16227766016838e-06,20.0,2.0,0.8673883626522327,0.8503155996393147,0.8597835888187556,0.8403247631935047,3.787949110963382
50.0,2.0,512.0,1e-05,20.0,2.0,0.8412268831754623,0.8512173128944995,0.830477908025248,0.8479927830401444,3.7831679669907317
50.0,2.0,512.0,3.16227766016838e-05,20.0,2.0,0.6175011276499774,0.8512173128944995,0.5973850315599639,0.8561118628777628,3.828937375044916
50.0,2.0,512.0,0.0001,20.0,2.0,0.46008119079837617,0.21956717763751127,0.4643823264201984,0.2282363554352729,3.73523260402726
50.0,2.0,512.0,0.00031622776601700003,20.0,2.0,0.7456021650879567,0.7727682596934174,0.7371505861136158,0.7704104645917907,3.8316428589751013
50.0,2.0,512.0,0.001,20.0,2.0,0.5701398285972035,0.6532912533814247,0.5653742110009017,0.6517816869643662,3.77756058704108
50.0,2.0,512.0,0.0031622776601679995,20.0,2.0,0.3342354533152909,0.19792605951307485,0.348512173128945,0.18989625620207487,3.8472086210385896
50.0,2.0,512.0,0.01,20.0,2.0,0.2228236355435273,0.09242560865644725,0.21055004508566275,0.09697789806044203,3.7358082010177895
